ticker,exchange,assetType,priceCurrency,startDate,endDate
CIVHX,NMFQS,Mutual Fund,USD,2021-04-26,2021-07-09
CIVI,NYSE,Stock,USD,2014-09-17,2019-04-02
CIVIX,NMFQS,Mutual Fund,USD,2001-10-26,2021-07-09
CIVKX,NMFQS,Mutual Fund,USD,2019-11-08,2021-07-09
CIVRX,NMFQS,Mutual Fund,USD,2010-09-27,2016-06-24
CIVS,PINK,Stock,USD,2007-01-26,2018-09-28
CIVVX,NMFQS,Mutual Fund,USD,2001-10-26,2021-07-09
CIVX,PINK,Stock,USD,2017-09-22,2021-07-12
CIWT,PINK,Stock,USD,2000-01-03,2021-07-12
CIWV,PINK,Stock,USD,2001-01-02,2021-07-12
CIWZF,OTCGREY,Stock,USD,,
CIX,NYSE MKT,Stock,USD,1998-03-06,2021-07-12
CIXPF,PINK,Stock,USD,2008-07-17,2021-07-12
CIXX,PINK,Stock,USD,2009-01-21,2020-11-17
CIXX,NYSE,Stock,USD,2020-11-02,2021-07-12
CIXXX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-09
CIYXX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-09
CIZ,NASDAQ,ETF,USD,2014-10-01,2021-07-12
CIZN,NASDAQ,Stock,USD,1999-10-19,2021-07-12
CJ,NYSE,Stock,USD,2017-01-12,2019-10-30
CJAAF,OTCGREY,Stock,USD,,
CJBEF,OTCGREY,Stock,USD,,
CJBK,NASDAQ,Stock,USD,,
CJCFD,PINK,Stock,USD,2018-07-06,2018-10-05
CJCFF,OTCQB,Stock,USD,2007-07-16,2021-07-12
CJCGF,OTCGREY,Stock,USD,,
CJCOF,OTCGREY,Stock,USD,,
CJEAX,NMFQS,Mutual Fund,USD,2017-02-01,2021-07-09
CJES,NYSE,Stock,USD,2011-07-29,2016-07-20
CJES1,,Stock,USD,,
CJESQ,PINK,Stock,USD,2016-01-04,2017-07-10
CJETF,PINK,Stock,USD,,
CJEWF,PINK,Stock,USD,2012-06-12,2021-07-12
CJEWY,PINK,Stock,USD,2013-01-10,2021-07-12
CJHBQ,,Stock,USD,,
CJIMF,OTCGREY,Stock,USD,2007-07-13,2021-07-12
CJJD,NASDAQ,Stock,USD,2008-05-16,2021-07-12
CJLXX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-09
CJML,,Stock,USD,,
CJNHF,PINK,Stock,USD,2019-11-06,2021-07-12
CJPMX,NMFQS,Mutual Fund,USD,2017-02-01,2021-07-09
CJPRF,PINK,Stock,USD,2017-12-07,2021-07-12
CJPRY,PINK,Stock,USD,2007-07-13,2021-07-12
CJPXX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-09
CJRCF,PINK,Stock,USD,2010-11-09,2021-07-12
CJREF,PINK,Stock,USD,2001-01-02,2021-07-12
CJTXX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-09
CKALF,OTCGREY,Stock,USD,2013-11-12,2019-03-15
CKATF,OTCGREY,Stock,USD,,
CKCB,PINK,Stock,USD,2017-11-10,2021-07-12
CKCM,NASDAQ,Stock,USD,,
CKCRQ,,Stock,USD,,
CKDXF,OTCGREY,Stock,USD,2017-10-16,2021-07-12
CKE,,Stock,USD,,
CKEC,NASDAQ,Stock,USD,2016-01-04,2016-12-29
CKFB,NASDAQ,Stock,USD,,
CKFC,PINK,Stock,USD,2012-07-23,2019-12-31
CKFR,,Stock,USD,,
CKGDF,PINK,Stock,USD,2011-01-06,2021-07-12
CKH,NYSE,Stock,USD,2018-01-29,2021-04-15
CKHGF,OTCMKTS,Stock,USD,2017-12-27,2021-07-12
CKHGY,PINK,Stock,USD,2017-03-27,2021-07-12
CKHUF,PINK,Stock,USD,2015-04-07,2021-07-12
CKHUY,PINK,Stock,USD,2015-04-13,2021-07-12
CKIDB,PINK,Stock,USD,,
CKISF,PINK,Stock,USD,2007-07-26,2021-07-12
CKISY,PINK,Stock,USD,2017-07-03,2021-07-12
CKKFF,OTCMKTS,Stock,USD,2005-12-07,2017-11-20
CKKRX,NMFQS,Mutual Fund,USD,2012-11-13,2021-07-09
CKLSF,OTCGREY,Stock,USD,2003-12-29,2017-11-06
CKMTF,OTCMKTS,Stock,USD,2013-05-21,2019-04-16
CKMTF,PINK,Stock,USD,2021-03-08,2021-07-12
CKMY,PINK,Stock,USD,2017-10-05,2018-05-03
CKNGF,OTCGREY,Stock,USD,,
CKNHF,OTCGREY,Stock,USD,2007-10-19,2021-07-12
CKNHY,PINK,Stock,USD,,
CKNN,NYSE,Stock,USD,1996-04-01,2009-09-28
CKNQP,PINK,Stock,USD,2014-11-21,2021-07-12
CKNTF,PINK,Stock,USD,2017-09-22,2021-07-12
CKOCF,PINK,Stock,USD,2008-10-27,2021-07-12
CKP,NYSE,Stock,USD,1986-11-12,2016-05-23
CKPDY,PINK,Stock,USD,2017-11-09,2021-07-12
CKPT,NASDAQ,Stock,USD,2016-12-19,2021-07-12
CKR,NYSE,Stock,USD,2001-01-02,2011-07-20
CKRFF,OTCGREY,Stock,USD,,
CKSG,PINK,Stock,USD,,
CKSNF,PINK,Stock,USD,2011-04-21,2021-07-12
CKSNY,PINK,Stock,USD,2010-03-22,2021-07-12
CKSPAX,NMFQS,Mutual Fund,USD,,
CKSPBX,NMFQS,Mutual Fund,USD,,
CKSPEX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-09
CKSPFX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-09
CKSPGX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-09
CKSPHX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-09
CKSPIX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-09
CKSPJX,NMFQS,Mutual Fund,USD,,
CKSW,NASDAQ,Stock,USD,2000-06-22,2015-07-21
CKTM,PINK,Stock,USD,2008-02-20,2018-05-02
CKUN,,Stock,USD,,
CKVLD,OTCMKTS,Stock,USD,2017-12-13,2018-06-04
CKVLF,OTCMKTS,Stock,USD,2017-10-10,2018-04-30
CKX,NYSE MKT,Stock,USD,1999-07-13,2021-07-12
CKXE,NASDAQ,Stock,USD,2011-06-21,2011-07-08
CKYI,OTCMKTS,Stock,USD,2006-06-20,2018-08-24
CKYS,OTCCE,Stock,USD,2017-10-31,2021-07-12
CKZAF,PINK,Stock,USD,2019-07-16,2021-07-12
CL,NYSE,Stock,USD,1977-01-03,2021-07-12
CL-21A,NYSE,Stock,USD,,
CL-26,NYSE,Stock,USD,,
CL-34,NYSE,Stock,USD,,
CL-39,NYSE,Stock,USD,,
CLA,NYSE,Stock,USD,2014-06-18,2017-06-23
CLA-CL,NYSE,Stock,USD,2017-05-30,2017-06-23
CLA-U,NYSE,Stock,USD,2020-08-21,2020-10-08
CLA-U,NYSE,Stock,USD,2020-10-09,2021-03-11
CLA1,,Stock,USD,,
CLAA,NYSE,Stock,USD,2021-04-30,2021-07-12
CLAA-U,NYSE,Stock,USD,2021-03-10,2021-07-12
CLAA-WS,NYSE,Stock,USD,2021-04-30,2021-07-12
CLAAX,NMFQS,Mutual Fund,USD,2015-01-29,2021-07-09
CLABF,PINK,Stock,USD,2019-09-06,2021-07-12
CLABX,NMFQS,Mutual Fund,USD,2015-01-29,2021-07-09
CLAC,NASDAQ,Stock,USD,2013-07-03,2017-07-11
CLAC1,,Stock,USD,,
CLACU,NASDAQ,Stock,USD,2013-05-10,2017-07-11
CLACW,NASDAQ,Stock,USD,2014-10-08,2017-07-11
CLACX,NMFQS,Mutual Fund,USD,2009-10-02,2021-07-09
CLAD,PINK,Stock,USD,2017-11-08,2021-07-12
CLAGX,NMFQS,Mutual Fund,USD,2017-02-01,2021-07-09
CLAIX,NMFQS,Mutual Fund,USD,2016-05-20,2021-07-09
CLALF,OTCGREY,Stock,USD,2014-11-24,2021-07-12
CLAM,OTCGREY,Stock,USD,2002-01-02,2021-07-12
CLAQU,NASDAQ,Stock,USD,,
CLAR,NASDAQ,Stock,USD,1998-05-27,2021-07-12
CLAR1,NASDAQ,Stock,USD,,
CLARX,NMFQS,Mutual Fund,USD,2002-12-23,2021-07-09
CLAS,NYSE,Stock,USD,2021-03-08,2021-07-12
CLAS,NASDAQ,Stock,USD,,
CLAS-U,NYSE,Stock,USD,2021-01-15,2021-07-12
CLAS-WS,NYSE,Stock,USD,2021-03-08,2021-07-12
CLASF,PINK,Stock,USD,2011-01-25,2021-07-12
CLAT,PINK,Stock,USD,2009-11-12,2019-05-16
CLAVF,OTCGREY,Stock,USD,2014-09-02,2021-07-12
CLAW,NYSE ARCA,ETF,USD,2015-08-19,2017-09-25
CLAWX,NMFQS,Mutual Fund,USD,2015-01-29,2018-12-14
CLAY,NASDAQ,Stock,USD,2006-03-24,2009-09-28
CLAYF,OTCGREY,ETF,USD,2010-08-30,2021-07-12
CLAYU,NASDAQ,Stock,USD,,
CLAYX,NMFQS,Mutual Fund,USD,2015-01-29,2021-07-09
CLAZX,NMFQS,Mutual Fund,USD,2015-01-29,2021-07-09
CLB,NYSE,Stock,USD,1995-09-21,2021-07-12
CLBAX,NMFQS,Mutual Fund,USD,2002-02-15,2021-07-09
CLBBX,NMFQS,Mutual Fund,USD,2002-02-15,2017-04-10
CLBCX,NMFQS,Mutual Fund,USD,2002-02-19,2021-07-09
CLBEX,NMFQS,Mutual Fund,USD,2002-03-05,2021-07-09
CLBEY,PINK,Stock,USD,2018-03-05,2021-07-12
CLBFX,NMFQS,Mutual Fund,USD,2002-03-14,2021-07-09
CLBGX,NMFQS,Mutual Fund,USD,2014-06-26,2016-01-28
CLBH,NASDAQ,Stock,USD,2001-01-02,2017-03-13
CLBK,NASDAQ,Stock,USD,2018-04-20,2021-07-12
CLBK1,NASDAQ,Stock,USD,,
CLBLX,NMFQS,Mutual Fund,USD,2006-02-01,2017-08-11
CLBN,OTCCE,Stock,USD,2006-10-27,2021-07-12
CLBR,NYSE,Stock,USD,2021-07-07,2021-07-12
CLBR,NASDAQ,Stock,USD,,
CLBR-U,NYSE,Stock,USD,2021-06-09,2021-06-09
CLBR-U,NYSE,Stock,USD,2021-06-10,2021-07-12
CLBR-WS,NYSE,Stock,USD,2021-07-07,2021-07-12
CLBRQ,NASDAQ,Stock,USD,,
CLBRX,NMFQS,Mutual Fund,USD,2006-01-20,2021-07-09
CLBS,NASDAQ,Stock,USD,1999-03-01,2021-07-12
CLC,NYSE,Stock,USD,1990-03-26,2017-07-10
CLCAX,NMFQS,Mutual Fund,USD,2015-03-02,2018-06-29
CLCCX,NMFQS,Mutual Fund,USD,2000-07-13,2016-07-22
CLCD,NASDAQ,Stock,USD,2015-05-06,2017-03-02
CLCFF,OTCQB,Stock,USD,2020-12-03,2021-07-12
CLCGX,NMFQS,Mutual Fund,USD,2017-02-01,2021-07-09
CLCGY,PINK,Stock,USD,2010-06-07,2021-07-12
CLCI,OTCCE,Stock,USD,2018-09-12,2021-07-12
CLCL,PINK,Stock,USD,1995-02-01,2021-07-12
CLCMF,OTCGREY,Stock,USD,2018-02-15,2021-07-12
CLCN,OTCQB,Stock,USD,2009-07-24,2021-07-12
CLCNX,NMFQS,Mutual Fund,USD,2016-01-04,2021-02-05
CLCP,,Stock,USD,,
CLCPX,NMFQS,Mutual Fund,USD,2017-01-03,2018-12-14
CLCQX,NMFQS,Mutual Fund,USD,2013-03-20,2021-07-09
CLCRX,NMFQS,Mutual Fund,USD,2012-11-09,2021-07-09
CLCS,PINK,Stock,USD,2014-07-01,2021-07-12
CLCT,NASDAQ,Stock,USD,1999-11-05,2021-02-08
CLCWX,NMFQS,Mutual Fund,USD,2010-09-27,2018-12-14
CLCX,NASDAQ,Stock,USD,,
CLCXQ,NASDAQ,Stock,USD,,
CLDA,NASDAQ,Stock,USD,2001-01-02,2011-05-02
CLDAX,NMFQS,Mutual Fund,USD,2005-01-06,2021-07-09
CLDB,NASDAQ,Stock,USD,2001-01-02,2021-07-12
CLDBX,NMFQS,Mutual Fund,USD,2012-08-03,2021-07-09
CLDCW,NASDAQ,Stock,USD,2014-10-22,2017-08-17
CLDCX,NMFQS,Mutual Fund,USD,2012-08-03,2021-07-09
CLDEQ,PINK,Stock,USD,,
CLDEX,NMFQS,Mutual Fund,USD,2006-04-20,2016-05-25
CLDHF,OTCGREY,Stock,USD,2020-04-28,2021-07-12
CLDIX,NMFQS,Mutual Fund,USD,2016-01-04,2021-07-09
CLDL,NYSE ARCA,ETF,USD,2021-01-08,2021-07-12
CLDN,NASDAQ,Stock,USD,,
CLDPQ,PINK,Stock,USD,2009-11-20,2019-12-17
CLDR,NYSE,Stock,USD,2017-04-28,2021-07-12
CLDRX,NMFQS,Mutual Fund,USD,2003-06-19,2018-03-09
CLDS,NYSE ARCA,ETF,USD,2021-01-08,2021-07-12
CLDS,OTCBB,Stock,USD,2013-11-29,2018-02-08
CLDT,NYSE,Stock,USD,2010-04-16,2021-07-12
CLDTP,PINK,Stock,USD,2021-06-29,2021-06-30
CLDTV,PINK,Stock,USD,2021-06-25,2021-07-12
CLDTV,PINK,Stock,USD,2021-06-24,2021-06-24
CLDX,NASDAQ,Stock,USD,1990-03-26,2021-07-12
CLDYX,NMFQS,Mutual Fund,USD,2013-03-20,2021-07-09
CLDZX,NMFQS,Mutual Fund,USD,2010-09-27,2021-07-09
CLE,,Stock,USD,,
CLEGF,OTCGREY,Stock,USD,2018-12-17,2021-07-12
CLEGX,NMFQS,Mutual Fund,USD,2017-02-01,2021-07-09
CLEGY,OTCGREY,Stock,USD,,
CLEIX,NMFQS,Mutual Fund,USD,2009-10-05,2016-05-25
CLERX,NMFQS,Mutual Fund,USD,2015-01-02,2021-07-09
CLEU,NASDAQ,Stock,USD,2020-05-08,2021-07-12
CLEV,PINK,Stock,USD,2010-06-25,2021-07-12
CLEV1,NASDAQ,Stock,USD,,
CLEYX,NMFQS,Mutual Fund,USD,2017-03-01,2021-07-09
CLF,NYSE,Stock,USD,1987-11-05,2021-07-12
CLFAX,NMFQS,Mutual Fund,USD,1997-07-28,2020-05-15
CLFBX,NMFQS,Mutual Fund,USD,1984-07-11,2018-01-26
CLFC,NASDAQ,Stock,USD,2001-01-02,2011-12-12
CLFCX,NMFQS,Mutual Fund,USD,1997-07-28,2020-05-15
CLFD,NASDAQ,Stock,USD,1986-08-07,2021-07-12
CLFDX,NMFQS,Mutual Fund,USD,1997-07-28,2020-05-15
CLFFX,NMFQS,Mutual Fund,USD,2014-02-03,2021-07-09
CLFLX,NMFQS,Mutual Fund,USD,2009-10-06,2021-07-09
CLFMF,OTCGREY,ETF,USD,2009-11-27,2021-07-12
CLFNF,PINK,Stock,USD,,
CLFRX,NMFQS,Mutual Fund,USD,2012-11-09,2016-05-20
CLFSX,NMFQS,Mutual Fund,USD,2017-04-04,2020-05-15
CLFUX,NMFQS,Mutual Fund,USD,2015-01-29,2021-07-09
CLFWF,OTCGREY,Stock,USD,,
CLFY,NASDAQ,Stock,USD,,
CLG,NASDAQ,Stock,USD,,
CLG1,NYSE,Stock,USD,,
CLG2,,Stock,USD,,
CLGAX,NMFQS,Mutual Fund,USD,2017-02-01,2021-07-09
CLGBX,NMFQS,Mutual Fund,USD,2017-02-01,2021-07-09
CLGCF,PINK,Stock,USD,2020-10-09,2021-07-12
CLGCX,NMFQS,Mutual Fund,USD,2017-02-01,2021-07-09
CLGDF,PINK,Stock,USD,2021-01-06,2021-07-12
CLGEX,NMFQS,Mutual Fund,USD,2006-09-20,2021-07-09
CLGFX,NMFQS,Mutual Fund,USD,2006-09-20,2017-08-04
CLGIX,NMFQS,Mutual Fund,USD,2011-01-03,2017-03-24
CLGMF,OTCGREY,Stock,USD,2017-02-09,2021-07-12
CLGN,NASDAQ,Stock,USD,2018-01-30,2021-07-12
CLGPF,PINK,Stock,USD,2012-04-27,2021-07-12
CLGPX,NMFQS,Mutual Fund,USD,2017-01-03,2021-07-09
CLGRF,NYSE,Stock,USD,,
CLGRX,NMFQS,Mutual Fund,USD,2006-01-20,2020-07-10
CLGUF,PINK,Stock,USD,2019-08-01,2021-07-12
CLGWX,NMFQS,Mutual Fund,USD,2010-09-27,2018-12-14
CLGX,NYSE,Stock,USD,1990-03-23,2021-06-08
CLGZF,OTCCE,Stock,USD,2017-10-27,2021-07-12
CLH,NYSE,Stock,USD,1990-03-26,2021-07-12
CLHAX,NMFQS,Mutual Fund,USD,2006-04-20,2019-05-14
CLHG,OTCGREY,Stock,USD,2014-11-19,2021-07-12
CLHI,PINK,Stock,USD,2007-05-31,2021-07-12
CLHLF,OTCGREY,Stock,USD,2015-03-17,2021-07-12
CLHMF,OTCBB,Stock,USD,2011-02-10,2018-02-15
CLHRE,OTCBB,Stock,USD,2005-09-12,2020-11-20
CLHRX,NMFQS,Mutual Fund,USD,2012-11-09,2021-07-09
CLHSF,OTCGREY,Stock,USD,2007-10-29,2021-02-11
CLI,NYSE,Stock,USD,1994-08-25,2021-07-12
CLIAX,NMFQS,Mutual Fund,USD,2005-10-31,2021-07-09
CLIBX,NMFQS,Mutual Fund,USD,2005-09-23,2017-08-04
CLIC,NASDAQ,Stock,USD,,
CLICU,NYSE,Stock,USD,,
CLIFF,PINK,Stock,USD,2017-10-13,2021-07-12
CLIFX,NMFQS,Mutual Fund,USD,2014-02-03,2021-07-09
CLIGF,OTCGREY,Stock,USD,2017-10-30,2021-07-12
CLIHF,PINK,Stock,USD,,
CLII-U,NYSE,Stock,USD,2020-09-30,2021-07-01
CLIIX,NMFQS,Mutual Fund,USD,2016-01-04,2017-03-24
CLIM,NYSE,Stock,USD,2021-03-19,2021-07-12
CLIM-U,NYSE,Stock,USD,2021-01-27,2021-07-12
CLIM-WS,NYSE,Stock,USD,2021-03-19,2021-07-12
CLINX,NMFQS,Mutual Fund,USD,1995-05-04,2017-11-30
CLIQX,NMFQS,Mutual Fund,USD,2019-10-17,2021-07-09
CLIR,NASDAQ,Stock,USD,2012-04-25,2021-07-12
CLIRF,OTCGREY,Stock,USD,2005-07-22,2021-07-12
CLIRW,NASDAQ,Stock,USD,2017-01-27,2019-01-25
CLIRX,NMFQS,Mutual Fund,USD,2006-01-20,2021-07-09
CLIS,PINK,Stock,USD,2008-09-19,2021-07-12
CLIUF,PINK,Stock,USD,2012-02-23,2021-07-12
CLIVF,OTCGREY,Stock,USD,,
CLIVX,NMFQS,Mutual Fund,USD,2015-01-29,2021-07-09
CLIX,NYSE ARCA,ETF,USD,2017-11-16,2021-07-12
CLK,NYSE,Stock,USD,,
CLKAD,PINK,Stock,USD,2010-10-04,2018-08-16
CLKFF,PINK,Stock,USD,2007-07-23,2021-07-12
CLKKF,OTCGREY,Stock,USD,2017-09-25,2020-01-21
CLKNF,OTCGREY,Stock,USD,,
CLKS,NASDAQ,Stock,USD,,
CLKTF,PINK,Stock,USD,2012-06-05,2021-07-12
CLKXF,OTCGREY,Stock,USD,2007-08-22,2021-07-12
CLLA,PINK,Stock,USD,2014-11-05,2021-07-12
CLLAX,NMFQS,Mutual Fund,USD,2013-08-02,2016-07-22
CLLDF,PINK,Stock,USD,2007-07-16,2021-07-12
CLLDY,PINK,Stock,USD,2007-07-13,2021-07-12
CLLEF,PINK,Stock,USD,,
CLLFF,PINK,Stock,USD,2008-07-28,2021-07-12
CLLIF,PINK,Stock,USD,,
CLLIX,NMFQS,Mutual Fund,USD,2012-04-30,2016-07-22
CLLKF,PINK,Stock,USD,2020-01-29,2021-07-12
CLLLF,OTCQX,Stock,USD,2017-12-28,2021-07-12
CLLNY,PINK,Stock,USD,2017-11-21,2021-07-12
CLLQF,PINK,Stock,USD,,
CLLRX,NMFQS,Mutual Fund,USD,2012-11-09,2020-07-10
CLLS,NASDAQ,Stock,USD,2015-03-25,2021-07-12
CLLUF,OTCMKTS,Stock,USD,2016-12-28,2019-03-12
CLLVF,OTCMKTS,Stock,USD,2017-12-20,2019-04-08
CLLXF,PINK,Stock,USD,2009-05-20,2019-07-03
CLLXF,PINK,Stock,USD,2009-05-20,2021-07-12
CLLZF,OTCGREY,Stock,USD,2015-05-14,2019-09-30
CLM,NYSE MKT,ETF,USD,2002-08-02,2021-07-12
CLMAX,NMFQS,Mutual Fund,USD,2014-05-01,2021-07-09
CLMBF,OTCMKTS,Stock,USD,2018-03-07,2018-03-07
CLMCX,NMFQS,Mutual Fund,USD,2014-05-01,2021-07-09
CLMFX,NMFQS,Mutual Fund,USD,2014-05-01,2021-07-09
CLMHF,PINK,Stock,USD,,
CLMIX,NMFQS,Mutual Fund,USD,2015-01-02,2017-03-24
CLMOF,OTCGREY,Stock,USD,2018-09-10,2021-07-12
CLMPF,OTCGREY,Stock,USD,2010-11-24,2021-07-12
CLMPX,NMFQS,Mutual Fund,USD,1996-06-20,2021-07-09
CLMS,NASDAQ,Stock,USD,2004-10-28,2017-02-22
CLMT,NASDAQ,Stock,USD,2006-01-26,2021-07-12
CLMVX,NMFQS,Mutual Fund,USD,2014-05-01,2021-07-09
CLMWX,NMFQS,Mutual Fund,USD,2014-05-01,2018-12-14
CLMZX,NMFQS,Mutual Fund,USD,2014-05-01,2021-07-09
CLN,,Stock,USD,,
CLNAX,NMFQS,Mutual Fund,USD,2016-01-04,2021-02-05
CLNCX,NMFQS,Mutual Fund,USD,2014-06-27,2021-07-09
CLNE,NASDAQ,Stock,USD,2007-05-25,2021-07-12
CLNFF,PINK,Stock,USD,2007-07-16,2021-07-12
CLNFX,NMFQS,Mutual Fund,USD,2016-01-04,2021-02-05
CLNH,PINK,Stock,USD,2010-01-04,2013-11-25
CLNH,PINK,Stock,USD,2013-04-08,2021-07-12
CLNH1,NYSE,Stock,USD,,
CLNIX,NMFQS,Mutual Fund,USD,2016-01-04,2017-03-24
CLNMF,PINK,Stock,USD,,
CLNN,NASDAQ,Stock,USD,2020-12-31,2021-07-12
CLNNW,NASDAQ,Stock,USD,2020-12-31,2021-07-12
CLNRF,OTCGREY,Stock,USD,2019-03-13,2021-04-08
CLNRF,OTCGREY,Stock,USD,2021-04-09,2021-04-15
CLNRX,NMFQS,Mutual Fund,USD,2012-11-09,2021-07-09
CLNS,NYSE,Stock,USD,2014-06-27,2018-06-22
CLNS-P-A,NYSE,Stock,USD,2017-01-12,2017-05-24
CLNS-P-A-CL,NYSE,Stock,USD,2017-05-25,2017-06-22
CLNS-P-B,NYSE,Stock,USD,2017-01-11,2018-06-22
CLNS-P-C,NYSE,Stock,USD,2017-01-11,2017-10-12
CLNS-P-D,NYSE,Stock,USD,2017-01-11,2018-06-29
CLNS-P-E,NYSE,Stock,USD,2017-01-11,2018-06-22
CLNS-P-F,NYSE,Stock,USD,2017-01-11,2017-05-24
CLNS-P-F-CL,NYSE,Stock,USD,2017-05-25,2017-06-22
CLNS-P-G,NYSE,Stock,USD,2017-01-12,2018-06-22
CLNS-P-H,NYSE,Stock,USD,2017-01-11,2018-06-22
CLNS-P-I,OTCBB,Stock,USD,2017-06-08,2018-06-22
CLNT,NASDAQ,Stock,USD,2007-12-27,2018-01-05
CLNTF,PINK,Stock,USD,,
CLNV,PINK,Stock,USD,2017-11-17,2021-07-12
CLNVX,NMFQS,Mutual Fund,USD,2016-01-04,2021-02-05
CLNWX,NMFQS,Mutual Fund,USD,2016-01-04,2018-12-14
CLNXF,OTCGREY,Stock,USD,2017-05-19,2021-07-12
CLNXX,NMFQS,Mutual Fund,USD,2021-05-25,2021-07-09
CLNY-P-B,NYSE,Stock,USD,2017-01-11,2020-01-09
CLNY-P-B-CL,NYSE,Stock,USD,2019-12-12,2020-01-09
CLNY-P-E,NYSE,Stock,USD,2017-01-11,2020-01-09
CLNY-P-E-CL,NYSE,Stock,USD,2019-12-12,2020-01-09
CLNY-P-G,NYSE,Stock,USD,2017-01-12,2021-06-22
CLNY-P-H,NYSE,Stock,USD,2017-01-11,2021-06-22
CLNY-P-I,NYSE,Stock,USD,2017-05-25,2021-06-22
CLNY-P-J,NYSE,Stock,USD,2017-09-14,2021-06-22
CLNY1,NYSE,Stock,USD,2009-09-24,2017-01-18
CLNZF,OTCGREY,Stock,USD,,
CLNZF,PINK,Stock,USD,,
CLNZX,NMFQS,Mutual Fund,USD,2016-01-04,2021-02-05
CLOAX,NMFQS,Mutual Fund,USD,2016-01-04,2021-07-09
CLOCX,NMFQS,Mutual Fund,USD,2016-01-04,2021-07-09
CLOEF,PINK,Stock,USD,2019-03-25,2021-07-12
CLOEU,NASDAQ,Stock,USD,,
CLOFX,NMFQS,Mutual Fund,USD,2014-06-27,2021-07-09
CLOIX,NMFQS,Mutual Fund,USD,2015-09-30,2021-07-09
CLOK,OTCQB,Stock,USD,2009-02-19,2021-07-12
CLONX,NMFQS,Mutual Fund,USD,2013-03-20,2021-07-09
CLOQ,PINK,Stock,USD,2019-12-31,2021-07-12
CLOU,NASDAQ,ETF,USD,2019-04-16,2021-07-12
CLOV,NASDAQ,Stock,USD,2020-06-12,2021-07-12
CLOVF,OTCMKTS,Stock,USD,2017-07-12,2018-11-12
CLOVW,NASDAQ,Stock,USD,2021-01-11,2021-07-12
CLOVW,NYSE,Stock,USD,2020-06-12,2021-01-08
CLOVX,NMFQS,Mutual Fund,USD,2018-07-02,2021-07-09
CLOVY,OTCGREY,Stock,USD,,
CLOW,PINK,Stock,USD,2015-11-03,2021-07-12
CLOWD,PINK,Stock,USD,2017-12-01,2017-12-27
CLP,NYSE,Stock,USD,1994-02-02,2013-10-17
CLPAX,NMFQS,Mutual Fund,USD,2014-01-03,2021-07-09
CLPBF,PINK,Stock,USD,2001-01-02,2021-07-12
CLPBY,PINK,Stock,USD,2014-01-13,2021-07-12
CLPCX,NMFQS,Mutual Fund,USD,2014-01-03,2021-07-09
CLPE,PINK,Stock,USD,2017-10-10,2021-07-12
CLPFX,NMFQS,Mutual Fund,USD,2015-01-02,2021-07-09
CLPHF,PINK,Stock,USD,2001-08-02,2021-07-12
CLPHY,PINK,Stock,USD,2007-07-13,2021-07-12
CLPIF,PINK,Stock,USD,2019-04-11,2021-07-12
CLPIX,NMFQS,Mutual Fund,USD,2011-01-03,2017-03-24
CLPLF,OTCMKTS,Stock,USD,2018-12-28,2021-07-12
CLPPZ,OTCGREY,Stock,USD,,
CLPR,NYSE,Stock,USD,2017-02-10,2021-07-12
CLPS,NASDAQ,Stock,USD,2018-05-24,2021-07-12
CLPT,NASDAQ,Stock,USD,2016-08-08,2021-07-12
CLPT,NYSE,Stock,USD,2012-05-22,2020-02-11
CLPT1,NASDAQ,Stock,USD,,
CLPTQ,NASDAQ,Stock,USD,,
CLPXF,PINK,Stock,USD,2010-03-30,2021-07-12
CLPXY,PINK,Stock,USD,2012-02-14,2021-07-12
CLPYX,NMFQS,Mutual Fund,USD,2017-03-01,2021-07-09
CLQ,NYSE,Stock,USD,,
CLQIX,NMFQS,Mutual Fund,USD,2009-01-02,2017-03-24
CLQRX,NMFQS,Mutual Fund,USD,2006-12-11,2021-07-09
CLQZX,NMFQS,Mutual Fund,USD,2011-01-03,2021-07-09
CLR,NYSE,Stock,USD,2007-05-15,2021-07-12
CLR.A,NYSE,Stock,USD,,
CLR1,,Stock,USD,,
CLRB,NASDAQ,Stock,USD,2005-11-10,2021-07-12
CLRBW,NASDAQ,Stock,USD,2014-08-15,2019-08-20
CLRBZ,NASDAQ,Stock,USD,2016-04-20,2021-04-16
CLRC1,,Stock,USD,,
CLREX,NMFQS,Mutual Fund,USD,2011-03-07,2021-07-09
CLRFX,NMFQS,Mutual Fund,USD,2011-03-07,2018-03-09
CLRG,NASDAQ,ETF,USD,2017-12-13,2021-07-12
CLRI,PINK,Stock,USD,2005-11-07,2021-07-12
CLRK,NASDAQ,Stock,USD,,
CLRM,NASDAQ,Stock,USD,2021-03-23,2021-07-12
CLRMF,OTCQB,Stock,USD,2020-05-26,2021-07-12
CLRMU,NASDAQ,Stock,USD,2021-01-29,2021-07-12
